################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_2l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,4.73,0.00,4.89,0.00,4.83,0.00,True
99.66,99.92,93.41,96.05,82.34,86.40,117.23,True
99.93,99.98,94.98,96.30,84.62,86.91,243.20,True
99.94,99.99,94.44,96.30,85.08,87.53,359.06,True
99.95,99.97,95.64,96.71,87.49,89.18,480.26,True
99.91,99.97,95.04,96.62,83.83,86.04,602.57,False
99.91,99.97,94.81,96.32,86.87,88.92,732.93,False
99.99,99.99,95.88,96.63,89.19,90.18,858.74,True
100.00,100.00,95.97,96.60,86.71,87.74,981.14,True
99.97,99.98,95.05,95.72,86.79,87.92,1108.60,False
99.99,99.99,96.34,96.81,88.02,88.76,1202.85,True
99.95,99.97,95.32,96.05,87.22,88.36,1294.98,False
99.99,100.00,96.11,96.61,87.38,88.14,1383.89,False
99.98,99.98,96.11,96.58,88.89,89.46,1475.86,False
99.99,100.00,96.10,96.40,88.29,88.94,1565.20,False
100.00,100.00,96.38,96.76,88.72,89.27,1654.45,True
99.99,99.99,96.40,96.69,89.19,89.62,1743.00,True
99.99,100.00,95.49,95.77,88.44,88.82,1834.06,False
100.00,100.00,95.81,96.11,89.47,89.78,1924.18,False
100.00,100.00,96.23,96.51,89.31,89.73,2013.58,False
100.00,100.00,96.12,96.45,88.48,88.83,2103.05,False
100.00,100.00,96.55,96.74,87.58,87.97,2196.11,True
99.99,99.99,96.53,96.71,90.10,90.33,2288.19,True
100.00,100.00,96.33,96.60,88.69,88.96,2379.14,False
100.00,100.00,96.66,96.88,88.91,89.18,2467.94,True
100.00,100.00,96.53,96.69,90.53,90.78,2559.10,True
99.99,99.99,96.56,96.66,89.63,89.82,2650.80,False
99.99,99.99,96.33,96.46,87.93,88.21,2739.58,False
100.00,100.00,96.53,96.69,90.53,90.78,2739.58,False
