################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images shape  | (32,32,3)
# Architecure   | gtsd_5l
# Batch size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,0.97,0.00,0.86,0.00,0.55,0.00,True
83.34,94.09,69.86,83.69,59.03,71.62,47.75,True
90.84,96.78,76.22,85.76,64.87,73.71,94.02,True
93.94,97.70,79.63,86.97,68.96,76.10,141.76,True
95.07,98.54,80.49,87.44,69.66,76.76,188.13,True
96.02,98.82,80.42,86.98,69.56,75.87,234.54,False
96.51,99.03,81.44,87.80,70.37,76.58,280.85,True
97.42,99.09,82.75,87.82,71.52,76.98,330.14,True
97.37,99.28,82.14,87.75,70.26,75.80,376.64,False
97.82,99.42,82.67,88.33,71.58,77.49,422.80,True
98.09,99.38,83.49,88.40,72.34,77.34,469.81,True
97.85,99.42,83.30,88.86,71.90,77.57,516.36,True
98.39,99.54,83.41,88.16,71.88,76.98,562.89,False
98.72,99.66,83.91,88.28,72.87,77.28,610.32,True
98.71,99.66,84.01,88.48,73.64,78.35,656.09,True
98.70,99.63,83.30,87.88,73.10,77.92,704.32,False
98.91,99.73,84.50,88.55,73.44,77.86,751.16,True
99.10,99.69,84.47,87.99,73.31,77.23,798.69,False
99.17,99.83,84.25,88.40,73.82,77.79,844.79,False
99.10,99.77,84.24,88.42,73.82,77.98,891.71,False
99.19,99.81,84.98,88.34,73.07,77.14,938.70,True
99.19,99.75,84.86,88.27,73.14,77.23,986.04,False
99.27,99.82,84.47,88.23,74.20,78.05,1033.17,False
99.32,99.88,84.61,88.34,74.15,77.96,1080.45,False
99.44,99.87,84.83,88.17,74.54,78.38,1126.61,True
99.47,99.90,85.67,89.02,74.80,78.50,1175.16,True
99.54,99.88,85.38,88.58,74.71,78.33,1222.56,False
99.46,99.83,84.86,88.04,75.08,78.70,1269.76,True
99.48,99.83,85.34,88.25,74.47,77.45,1316.27,False
99.57,99.91,84.73,88.30,74.18,77.97,1362.86,False
99.55,99.90,85.43,88.42,74.49,77.99,1410.56,False
99.49,99.89,85.28,88.36,74.54,78.08,1458.44,False
99.60,99.91,85.25,88.74,74.62,78.05,1504.57,False
99.58,99.91,85.31,88.50,74.56,78.21,1550.99,False
99.68,99.93,85.21,88.41,74.60,77.92,1597.94,False
99.60,99.91,85.56,88.33,74.07,77.82,1645.51,False
99.73,99.94,85.81,89.02,75.19,78.56,1693.18,True
99.61,99.93,84.94,88.17,74.70,78.00,1741.28,False
99.65,99.89,85.81,88.81,75.08,78.43,1789.37,False
99.68,99.91,85.50,88.65,74.90,78.12,1837.05,False
99.68,99.90,85.89,88.70,74.66,78.12,1883.97,True
99.84,99.96,86.03,88.87,75.34,78.38,1930.23,True
99.68,99.94,85.30,88.18,74.92,78.34,1975.90,False
99.80,99.96,85.71,88.61,74.82,78.21,2023.28,False
99.76,99.95,85.84,88.53,74.96,77.84,2070.93,False
99.78,99.96,85.45,88.69,75.26,78.70,2119.29,False
99.79,99.97,85.39,88.65,75.29,78.37,2167.39,False
99.76,99.93,85.36,88.28,74.73,78.11,2216.07,False
99.84,99.98,85.89,88.79,75.08,78.39,2263.59,False
99.86,99.97,86.01,88.60,75.66,78.95,2311.18,True
99.79,99.97,85.90,88.42,75.30,78.64,2359.65,False
99.83,99.95,85.64,88.68,74.62,77.93,2407.43,False
99.77,99.95,85.55,88.12,75.10,78.12,2454.26,False
99.83,99.96,85.73,88.50,75.87,78.70,2502.03,False
99.82,99.95,85.89,88.63,75.98,79.14,2549.69,True
99.82,99.95,85.56,88.38,75.41,78.29,2598.28,False
99.79,99.93,86.07,88.77,75.81,78.75,2644.17,True
99.89,99.97,85.48,88.17,75.89,78.89,2690.72,False
99.84,99.97,85.91,88.77,75.37,78.65,2736.22,False
99.72,99.91,85.37,88.16,74.58,77.85,2782.77,False
99.90,99.98,86.19,88.85,75.55,78.44,2827.69,True
99.79,99.95,85.69,88.16,75.39,78.28,2873.81,False
99.81,99.96,86.15,88.56,75.22,77.80,2921.60,False
99.91,99.99,86.39,88.79,75.72,78.92,2970.03,True
99.89,99.97,86.07,88.38,75.38,78.56,3017.23,False
99.87,99.97,85.79,88.29,75.17,77.98,3063.09,False
99.83,99.95,86.26,88.69,75.38,78.18,3109.55,False
99.89,99.97,86.20,88.69,75.82,78.83,3156.48,False
99.91,99.99,86.39,88.79,75.72,78.92,3156.48,False
