################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_4l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,1.30,0.00,1.16,0.00,1.20,0.00,True
98.85,99.68,91.90,94.89,81.63,85.66,91.29,True
99.76,99.93,94.29,96.43,84.43,87.30,182.67,True
99.74,99.93,94.07,96.00,85.10,87.97,275.70,True
99.94,99.97,94.93,96.30,85.95,88.12,368.52,True
99.94,99.99,95.38,96.85,86.77,88.78,461.88,True
99.96,99.97,96.20,97.18,86.68,88.42,562.46,True
99.86,99.94,95.13,96.21,87.19,88.52,656.40,False
99.94,99.99,96.02,96.94,87.93,89.51,748.84,True
99.91,99.97,95.87,96.85,88.75,90.21,840.62,True
99.93,99.97,96.12,97.06,87.92,89.55,936.69,False
99.94,99.98,95.67,96.72,87.60,89.14,1031.58,False
99.98,99.98,95.89,96.51,87.95,88.90,1124.58,False
99.98,99.99,96.12,96.91,88.25,89.41,1215.87,False
99.99,100.00,96.59,97.08,88.56,89.59,1308.51,True
99.97,99.98,96.18,96.68,87.73,89.04,1400.63,False
99.99,99.99,96.39,96.97,89.58,90.49,1492.25,True
99.96,99.98,96.14,96.85,88.04,89.07,1585.10,False
99.98,99.99,96.89,97.50,88.92,89.78,1678.33,True
99.98,99.99,96.70,97.18,88.52,89.19,1771.13,False
99.98,99.98,96.69,97.12,89.29,90.07,1862.55,False
99.98,99.98,96.53,97.09,88.48,89.45,1953.70,False
99.98,99.99,96.78,97.25,87.88,88.68,2046.52,False
99.97,99.98,97.02,97.59,89.25,90.02,2139.24,True
99.99,100.00,96.51,96.91,89.47,90.07,2230.75,False
99.99,100.00,96.71,97.04,89.79,90.37,2322.52,False
99.97,99.98,97.02,97.59,89.25,90.02,2322.52,False
