################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_2l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,3.22,0.00,2.64,0.00,3.17,0.00,True
99.60,99.92,92.77,95.55,82.27,85.95,186.51,True
99.84,99.96,93.93,95.95,85.22,88.29,365.88,True
99.90,99.96,93.55,95.17,85.49,88.01,547.30,False
99.81,99.95,94.81,96.20,86.92,89.36,725.76,True
99.87,99.94,95.17,96.20,87.18,88.53,899.34,True
99.99,100.00,95.49,96.58,88.05,89.79,1077.85,True
99.99,100.00,95.66,96.23,87.34,88.39,1254.14,True
99.94,99.97,95.02,95.54,88.90,89.74,1420.47,False
99.98,99.99,96.33,96.80,88.78,89.64,1603.09,True
99.97,99.98,94.96,95.69,87.63,88.57,1781.66,False
99.99,100.00,96.72,96.99,89.90,90.41,1948.73,True
100.00,100.00,96.48,96.77,89.35,89.75,2116.38,False
99.99,99.99,96.74,96.99,89.66,90.22,2281.22,True
100.00,100.00,96.57,96.85,89.82,90.26,2454.13,False
99.99,99.99,96.78,97.00,88.76,89.32,2636.19,True
100.00,100.00,96.28,96.48,90.66,91.14,2813.59,True
100.00,100.00,97.07,97.26,90.64,90.99,2978.24,True
99.98,99.99,95.98,96.23,87.29,87.60,3148.68,False
99.99,100.00,96.45,96.66,89.42,89.82,3325.53,False
100.00,100.00,96.54,96.69,90.23,90.41,3499.83,False
100.00,100.00,96.37,96.58,88.76,89.04,3675.32,False
99.99,99.99,96.65,96.74,89.66,89.91,3848.62,False
100.00,100.00,96.75,96.88,88.86,89.07,4024.57,False
99.99,99.99,96.96,97.10,89.21,89.41,4198.86,False
99.97,99.97,97.13,97.27,90.45,90.65,4371.58,True
100.00,100.00,96.51,96.63,90.42,90.61,4536.45,False
99.99,99.99,96.58,96.69,90.04,90.20,4704.69,False
99.99,99.99,96.95,97.04,88.90,89.09,4881.47,False
100.00,100.00,96.34,96.45,87.97,88.08,5055.84,False
100.00,100.00,96.68,96.75,90.43,90.58,5230.09,False
100.00,100.00,97.07,97.10,90.37,90.45,5406.13,False
100.00,100.00,96.49,96.56,90.14,90.26,5583.30,False
100.00,100.00,97.29,97.38,90.87,91.00,5758.80,True
100.00,100.00,96.61,96.66,89.44,89.52,5934.01,False
100.00,100.00,96.58,96.62,90.34,90.41,6109.49,False
100.00,100.00,97.17,97.23,91.04,91.18,6285.54,True
100.00,100.00,96.93,96.97,89.19,89.31,6458.64,False
100.00,100.00,96.88,96.94,87.97,88.09,6637.01,False
100.00,100.00,96.85,96.91,90.99,91.04,6812.81,False
100.00,100.00,96.62,96.66,90.44,90.49,6986.52,False
100.00,100.00,96.83,96.87,89.79,89.83,7151.97,False
99.99,99.99,96.50,96.54,90.15,90.24,7318.41,False
100.00,100.00,97.21,97.23,89.55,89.58,7486.73,False
100.00,100.00,96.68,96.72,88.44,88.53,7660.43,False
100.00,100.00,96.91,96.93,88.99,89.07,7832.03,False
100.00,100.00,96.57,96.58,89.03,89.09,8002.73,False
100.00,100.00,97.19,97.19,88.51,88.54,8173.85,False
100.00,100.00,96.97,97.00,89.52,89.57,8349.25,False
100.00,100.00,97.17,97.23,91.04,91.18,6525.54,False
