################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_4l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,0.78,0.00,0.93,0.00,1.00,0.00,True
99.90,99.96,97.24,98.38,88.25,90.30,225.11,True
99.86,99.96,97.41,98.40,89.09,91.12,445.97,True
99.65,99.85,95.98,97.14,88.55,90.31,664.76,False
99.91,99.95,97.18,97.94,90.41,91.71,881.86,True
99.94,99.96,97.75,98.32,91.89,92.97,1103.93,True
99.93,99.95,97.54,97.99,89.99,90.89,1319.53,False
99.97,99.98,98.18,98.57,90.89,91.70,1536.15,True
99.99,99.99,98.31,98.57,91.51,92.06,1757.57,True
99.99,99.99,98.22,98.45,91.03,91.35,1974.79,False
99.93,99.95,97.75,98.00,89.21,89.74,2197.84,False
99.99,99.99,98.08,98.26,91.56,91.84,2416.46,False
99.99,99.99,98.11,98.32,92.03,92.30,2634.02,False
99.99,100.00,98.14,98.25,92.95,93.12,2852.64,True
99.99,99.99,98.20,98.29,91.93,92.10,3070.83,False
99.99,99.99,97.81,97.84,91.23,91.36,3289.43,False
99.96,99.97,97.57,97.64,90.34,90.50,3506.67,False
100.00,100.00,98.74,98.76,92.78,92.90,3733.16,True
100.00,100.00,98.74,98.76,92.78,92.90,3733.16,True
