################ TRAINING REPORT #################
# Images path   | ./dataset/fabric/side64/training/
# Validation    | 0.30
# Images size   | (64,64)
# Architecure   | fabric
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,14.16,0.00,14.86,0.00,14.29,0.00,True
0.00,44.22,0.00,41.13,0.00,40.69,3.36,True
0.12,66.79,0.00,63.64,0.00,67.97,5.67,True
14.29,79.41,14.29,79.80,14.29,78.35,7.83,True
14.29,86.15,14.29,84.99,14.29,85.28,10.20,True
20.53,90.29,18.76,89.75,25.54,90.04,12.93,True
30.92,92.21,31.75,90.19,30.74,92.21,15.62,True
40.01,94.62,38.67,92.06,35.93,95.24,18.19,True
47.68,95.18,46.90,92.93,43.72,95.67,21.23,True
57.45,96.23,54.83,94.23,51.95,97.40,23.50,True
63.76,96.29,60.89,94.81,58.44,96.97,25.73,True
67.35,96.91,63.49,95.96,61.47,96.97,28.45,True
70.56,97.77,67.39,95.82,67.53,97.40,31.24,True
73.84,97.65,70.85,96.25,71.43,97.84,33.69,True
76.31,97.77,73.30,96.97,74.46,97.84,36.01,True
78.66,98.64,74.89,96.68,76.62,97.84,38.49,True
81.14,98.76,77.20,96.97,78.35,97.40,40.98,True
82.44,99.13,78.21,97.26,80.52,97.40,43.96,True
84.91,99.20,79.65,98.12,82.25,97.84,46.18,True
87.20,99.32,81.82,97.98,83.55,98.27,48.36,True
88.62,99.20,83.84,97.98,83.55,98.27,50.76,True
89.36,99.75,83.55,97.84,87.01,97.40,53.47,False
91.53,99.63,85.43,98.27,87.88,98.27,55.89,True
92.76,99.63,86.15,98.27,88.74,97.84,58.41,True
93.63,99.69,87.59,98.56,90.91,98.27,60.76,True
94.31,99.88,87.73,98.27,90.48,98.27,63.60,True
94.62,99.63,90.33,98.27,91.34,98.27,66.49,True
95.55,99.88,91.05,98.70,92.64,98.70,68.76,True
95.61,99.81,90.91,98.41,92.64,98.27,71.44,False
97.40,100.00,91.63,98.85,92.64,98.70,73.78,True
97.65,99.94,91.34,98.70,91.34,97.40,76.46,False
97.90,100.00,92.78,98.85,93.07,98.70,78.66,True
98.33,100.00,93.51,98.70,94.37,98.70,81.46,True
98.27,100.00,93.22,98.85,92.64,98.27,84.27,False
98.58,100.00,92.78,98.85,93.07,98.27,86.86,False
99.13,100.00,93.94,98.99,94.81,98.70,89.30,True
99.38,100.00,94.66,99.13,93.94,98.70,91.43,True
99.51,100.00,94.66,98.99,93.94,98.70,93.71,False
99.32,100.00,94.95,99.28,94.37,98.70,96.53,True
99.57,100.00,94.95,99.13,94.37,98.70,99.81,False
99.75,100.00,95.38,99.13,94.81,98.70,102.92,True
99.69,100.00,95.24,99.13,94.81,98.27,105.57,False
99.75,100.00,95.82,98.85,94.81,98.70,107.89,True
99.75,100.00,95.53,98.85,95.24,98.70,110.16,False
99.81,100.00,95.67,99.13,94.37,98.27,112.48,False
99.63,100.00,96.25,98.70,96.10,98.70,114.82,True
99.81,100.00,96.39,99.13,94.81,98.70,117.22,True
99.81,100.00,96.39,99.28,95.67,98.70,119.60,False
99.88,100.00,95.96,99.13,95.24,98.70,121.92,False
99.88,100.00,96.25,99.13,95.24,98.27,124.18,False
99.94,100.00,96.68,99.13,95.24,98.27,126.47,True
99.94,100.00,96.25,98.99,95.67,98.70,128.67,False
100.00,100.00,96.83,99.28,95.67,98.70,130.89,True
99.94,100.00,96.39,99.28,95.67,98.70,133.12,False
99.94,100.00,96.39,99.13,96.10,98.27,135.39,False
99.94,100.00,96.83,99.28,95.24,98.70,137.62,False
100.00,100.00,96.68,99.13,95.24,98.27,139.90,False
99.94,100.00,96.68,99.28,95.24,98.70,142.18,False
100.00,100.00,97.26,99.28,96.10,98.70,144.30,True
100.00,100.00,96.83,99.42,96.10,98.70,146.52,False
100.00,100.00,96.68,99.42,96.10,98.70,148.73,False
100.00,100.00,97.55,99.42,95.24,98.70,150.92,True
100.00,100.00,97.55,99.42,95.24,98.70,150.92,True
