################ TRAINING REPORT #################
# Images path   | ..\datasets\mnist\
# Validation    | 0.30
# Images size   | (28,28)
# Architecure   | mnist
# Bacth Size    | 32
# Snap/Epoch    | 5
# Max epochs    | 500
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,11.60,0.00,11.95,0.00,10.90,0.00,False
81.06,89.06,81.45,89.60,81.70,89.90,135.32,True
88.01,91.78,88.65,92.20,88.32,91.85,271.46,True
82.48,88.21,82.85,88.60,83.39,89.22,410.69,False
86.83,91.12,88.50,92.00,87.89,91.66,546.24,False
89.31,92.29,90.20,92.80,89.78,92.78,677.96,True
90.48,93.08,91.15,93.75,91.56,93.90,808.21,True
87.92,91.41,89.20,92.15,88.56,91.75,940.68,False
85.34,89.56,86.65,90.70,86.31,90.25,1078.46,False
81.52,87.87,82.65,88.60,82.62,89.05,1208.45,False
83.63,89.94,83.75,89.80,84.34,90.32,1339.92,False
86.23,89.93,86.70,90.40,86.61,90.41,1477.42,False
82.81,88.38,84.10,89.05,83.72,88.81,1609.68,False
83.23,88.99,83.85,89.95,84.25,89.56,1737.08,False
84.29,88.99,83.30,88.15,85.05,89.80,1872.48,False
88.47,92.09,89.15,92.35,89.41,92.75,2003.67,False
77.71,84.97,79.75,86.05,78.01,84.98,2142.60,False
94.48,93.08,91.15,93.95,91.56,93.90,2142.60,False
