################ TRAINING REPORT #################
# Images path   | ./dataset/parking/pklot/subset_of_mypklot/training/
# Validation    | 0.30
# Images size   | (64,64)
# Architecure   | myvgg
# Bacth Size    | 32
# Snap/Epoch    | 5
# Max epochs    | 500
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,53.33,0.00,44.47,0.00,49.50,0.00,False
98.47,98.95,83.46,87.02,93.24,94.82,173.10,True
99.70,99.77,87.82,89.57,96.40,97.27,338.59,True
99.48,99.54,84.10,85.80,94.82,95.40,501.13,False
99.70,99.89,88.46,90.90,95.68,96.55,663.89,True
99.98,99.98,90.48,91.60,97.70,98.71,826.22,True
100.00,100.00,93.19,94.20,97.84,98.71,989.93,True
99.84,99.84,88.35,89.15,97.41,97.55,3309.25,False
99.98,99.98,92.71,93.30,97.55,97.70,3476.91,False
99.95,99.98,89.41,89.79,96.26,96.98,3644.05,False
99.95,99.95,92.50,93.24,98.42,98.42,3810.66,True
99.95,99.95,92.13,92.93,98.13,98.27,3973.18,False
99.91,99.91,89.26,90.96,97.41,97.55,4142.39,False
100.00,100.00,91.44,92.02,97.70,97.99,4311.17,False
99.93,99.93,90.53,91.12,97.55,97.55,4479.75,False
99.98,99.98,92.71,93.09,98.56,98.56,4647.53,True
99.98,99.98,93.88,94.20,98.99,99.14,4819.65,True
99.77,99.77,91.86,92.07,98.13,98.56,4989.23,False
99.84,99.84,92.93,92.98,97.84,97.99,5158.00,False
100.00,100.00,90.64,90.85,97.84,97.84,5324.96,False
99.95,99.95,89.63,89.95,97.84,97.84,5492.76,False
99.95,99.95,87.82,88.03,97.99,98.13,5661.59,False
100.00,100.00,90.90,91.01,97.12,97.12,5830.36,False
99.98,99.98,91.76,91.86,97.70,97.70,5999.15,False
99.89,99.89,91.44,91.86,97.41,97.41,6166.87,False
100.00,100.00,90.90,90.90,97.55,97.55,6336.16,False
100.00,100.00,92.18,92.50,98.27,98.27,6506.16,False
99.98,99.98,93.88,94.20,98.99,99.14,6506.16,False
