################ TRAINING REPORT #################
# Images path   | ./dataset/parking/pklot/subset_of_mypklot/training/
# Validation    | 0.30
# Images size   | (64,64)
# Architecure   | myvgg
# Bacth Size    | 8
# Snap/Epoch    | 5
# Max epochs    | 500
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,54.08,0.00,47.71,0.00,53.38,0.00,False
99.50,99.52,88.56,89.15,95.54,95.68,241.72,True
99.34,99.36,86.28,86.44,95.40,95.40,479.20,False
99.61,99.61,87.07,87.23,94.10,94.10,716.82,False
99.16,99.16,87.82,87.82,95.97,95.97,953.39,True
98.54,98.54,81.70,81.76,93.24,93.24,1190.69,False
98.13,98.13,79.41,79.41,93.09,93.09,1427.01,False
98.93,98.93,83.51,83.51,94.39,94.39,1659.72,False
97.49,97.49,83.62,83.62,93.67,93.67,1895.84,False
98.43,98.43,85.85,85.85,94.24,94.24,2131.66,False
97.49,97.49,80.05,80.11,91.08,91.08,2368.47,False
91.74,91.74,79.84,79.84,86.47,86.47,2603.69,False
98.45,98.45,82.71,82.71,92.81,92.81,2839.79,False
98.31,98.31,88.19,88.19,96.12,96.12,3074.63,True
98.36,98.36,84.79,84.79,95.11,95.11,3311.69,False
98.31,98.31,87.50,87.50,95.54,95.54,3547.82,False
96.99,96.99,81.22,81.22,91.51,91.51,3783.72,False
96.51,96.51,82.77,82.77,91.37,91.37,4018.80,False
98.68,98.68,86.33,86.33,93.96,93.96,4256.50,False
97.22,97.22,80.16,80.16,90.22,90.22,4491.39,False
94.02,94.02,89.31,89.31,92.23,92.23,4726.46,True
99.22,99.22,85.74,85.74,94.68,94.68,4961.66,False
98.93,98.93,88.24,88.24,96.40,96.40,5197.91,True
95.60,95.60,85.00,85.00,91.51,91.51,5433.99,False
97.06,97.06,81.81,81.81,91.51,91.51,5669.45,False
98.90,98.90,82.93,82.93,94.24,94.24,5903.81,False
98.86,98.86,83.62,83.62,94.10,94.10,6140.94,False
97.22,97.22,78.67,78.67,91.08,91.08,6375.73,False
99.22,99.22,88.40,88.40,96.55,96.55,6611.40,True
98.24,98.24,78.83,78.83,92.09,92.09,6848.25,False
97.31,97.31,79.36,79.36,90.36,90.36,7082.94,False
98.54,98.54,86.65,86.65,94.10,94.10,7312.61,False
98.13,98.13,87.18,87.18,94.53,94.53,7544.18,False
98.13,98.13,86.91,86.91,94.53,94.53,7777.96,False
98.88,98.88,84.31,84.31,93.81,93.81,8013.56,False
96.96,96.96,80.11,80.11,89.35,89.35,8244.69,False
97.47,97.47,86.01,86.01,93.53,93.53,8474.95,False
96.96,96.96,84.26,84.26,92.52,92.52,8705.13,False
97.03,97.03,84.95,84.95,92.66,92.66,8940.14,False
99.22,99.22,88.40,88.40,96.55,96.55,8940.14,False
