train,validation,time
0.00,0.00,0.00
100.00,97.86,13.86,best
100.00,95.19,25.73
100.00,95.59,37.57
100.00,94.52,49.36
100.00,94.25,61.11
100.00,94.39,72.92
100.00,94.79,84.65
100.00,94.25,96.42
100.00,94.52,108.22
100.00,96.66,120.00
100.00,94.79,131.75
100.00,97.33,143.55
100.00,97.86,143.55
