################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_2l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,1.34,0.00,0.83,0.00,1.57,0.00,True
90.18,96.91,77.80,87.02,65.73,76.15,64.20,True
95.29,98.58,82.44,89.08,69.87,77.30,131.45,True
97.15,99.12,84.95,89.42,72.41,78.14,197.55,True
98.17,99.48,85.90,89.83,74.09,78.93,266.01,True
98.85,99.70,85.81,89.86,74.60,79.83,324.88,True
99.08,99.76,86.78,90.29,75.33,79.29,390.98,True
99.15,99.78,87.06,90.54,75.91,79.61,459.48,True
99.28,99.81,87.16,90.10,76.54,80.27,527.77,True
99.41,99.87,87.49,90.78,75.70,79.11,594.57,True
99.51,99.91,87.17,90.10,76.40,80.16,661.60,False
99.61,99.95,87.76,90.63,76.75,80.18,729.60,True
99.53,99.87,87.79,90.64,77.39,80.55,796.37,True
99.75,99.95,88.16,90.47,77.30,79.86,864.13,True
99.78,99.94,88.39,90.61,77.35,79.98,931.48,True
99.79,99.97,87.95,90.72,76.74,79.81,998.52,False
99.85,99.97,88.00,90.56,77.61,80.39,1066.60,False
99.87,99.98,89.18,91.13,78.24,80.61,1132.20,True
99.90,99.98,88.92,91.06,77.93,80.62,1198.83,True
99.61,99.88,88.06,90.43,77.17,79.82,1265.47,False
99.94,100.00,89.20,91.21,77.19,79.73,1332.82,True
99.91,99.99,89.31,91.14,78.10,80.38,1402.28,True
99.88,99.97,89.00,91.15,77.92,80.39,1469.16,False
99.94,99.99,89.14,90.95,78.37,80.60,1536.79,False
99.86,99.97,89.07,90.93,78.47,80.77,1605.00,True
99.94,100.00,88.60,90.71,77.66,80.25,1671.95,False
99.96,100.00,88.75,91.21,77.50,80.53,1739.64,False
99.89,99.96,89.46,91.01,77.92,79.98,1805.81,True
99.93,99.99,89.36,91.41,78.48,80.72,1873.52,False
99.97,99.99,89.32,91.58,79.15,81.63,1939.40,True
99.98,100.00,89.94,91.55,78.89,81.00,2006.01,True
99.92,99.99,89.25,91.01,77.66,80.02,2072.61,False
99.96,99.99,89.58,91.22,78.66,80.95,2139.93,False
99.98,100.00,89.14,91.15,78.38,80.58,2207.17,False
99.93,99.98,89.36,91.32,79.12,80.98,2274.03,False
99.93,100.00,89.55,91.24,78.04,80.15,2341.06,False
99.92,99.96,89.67,91.24,79.70,81.61,2408.23,False
99.99,100.00,89.51,91.32,78.29,80.38,2475.96,False
99.97,99.98,89.55,91.23,78.84,81.03,2539.83,False
99.91,99.96,89.27,91.12,78.58,80.73,2605.63,False
99.99,100.00,89.14,90.95,78.15,80.12,2673.64,False
99.95,99.99,89.40,91.23,77.39,79.55,2741.56,False
99.99,99.99,89.61,91.28,78.93,80.87,2806.87,False
99.97,100.00,89.71,91.35,78.26,80.44,2875.18,False
99.98,100.00,89.34,91.07,78.48,80.61,2942.70,False
99.97,100.00,89.74,91.56,78.43,80.52,3009.09,False
99.99,100.00,89.34,90.92,77.90,79.86,3074.42,False
99.96,99.99,89.36,91.32,77.87,79.92,3141.47,False
99.95,99.97,89.36,90.99,78.29,80.18,3209.52,False
99.98,99.99,89.41,91.01,78.60,80.52,3275.32,False
99.97,100.00,89.16,90.92,78.05,80.26,3341.36,False
99.99,100.00,90.32,91.81,78.87,80.81,3407.25,True
99.93,99.99,89.96,91.58,78.93,80.75,3473.84,False
99.97,100.00,90.14,91.64,79.19,80.86,3540.17,False
99.96,99.98,89.50,91.09,78.21,80.06,3605.97,False
99.99,100.00,89.82,91.28,79.06,80.69,3673.06,False
99.98,100.00,90.16,91.82,78.99,80.80,3739.88,False
99.99,99.99,89.93,91.59,79.90,81.62,3807.18,False
99.94,99.98,89.72,91.43,78.84,80.66,3873.52,False
99.97,99.99,89.97,91.57,78.80,80.61,3940.64,False
99.97,100.00,90.08,91.62,79.15,80.98,4009.07,False
99.94,99.99,90.27,91.86,78.72,80.55,4076.70,False
99.98,100.00,89.90,91.37,78.72,80.33,4143.75,False
99.94,99.99,90.20,91.66,78.88,80.63,4209.64,False
99.96,99.99,90.03,91.41,77.81,79.74,4277.69,False
99.98,100.00,90.41,91.60,78.32,80.06,4344.68,True
99.99,100.00,90.43,91.63,79.05,80.96,4410.33,True
99.95,99.99,89.53,91.18,78.50,80.61,4477.11,False
100.00,100.00,90.56,92.00,78.80,80.60,4545.32,True
100.00,100.00,90.63,91.99,79.33,81.10,4613.49,True
99.97,100.00,90.27,91.58,78.60,80.56,4680.90,False
99.99,100.00,89.93,91.33,78.58,80.51,4747.71,False
100.00,100.00,90.20,91.87,80.11,81.83,4815.10,True
99.99,100.00,90.10,91.24,79.41,80.89,4880.63,False
100.00,100.00,90.34,91.72,79.49,81.35,4948.58,False
100.00,100.00,90.15,91.54,79.43,81.00,5015.46,False
100.00,100.00,90.10,91.52,79.67,81.11,5083.19,False
99.99,99.99,90.27,91.79,79.51,81.44,5150.14,False
99.99,100.00,90.34,91.85,79.59,81.05,5215.54,False
99.97,99.98,89.53,90.85,78.57,80.18,5281.40,False
100.00,100.00,90.75,92.01,80.02,81.58,5348.40,True
100.00,100.00,90.59,91.79,78.93,80.44,5414.89,False
99.99,100.00,90.21,91.41,79.52,81.14,5482.35,False
100.00,100.00,90.68,91.87,79.31,80.67,5550.44,False
99.99,100.00,90.34,91.64,79.55,81.38,5619.98,False
100.00,100.00,90.27,91.54,79.71,81.32,5686.46,False
99.99,100.00,90.60,92.10,79.66,81.24,5753.72,False
99.96,99.98,89.14,90.73,78.47,80.09,5822.05,False
99.99,100.00,90.52,91.87,79.15,80.68,5890.14,False
100.00,100.00,90.88,92.39,79.75,81.32,5957.90,True
99.96,99.99,90.05,91.18,79.00,80.40,6024.46,False
100.00,100.00,90.67,91.78,78.80,80.35,6091.30,False
100.00,100.00,90.66,91.87,78.90,80.49,6158.13,False
99.99,100.00,90.67,91.97,79.42,80.81,6225.22,False
99.99,100.00,90.66,91.86,79.11,80.62,6291.55,False
99.97,100.00,89.72,91.07,78.52,80.09,6358.71,False
100.00,100.00,90.13,91.51,78.75,80.25,6426.29,False
99.99,100.00,90.45,91.63,78.92,80.31,6491.93,False
100.00,100.00,90.51,91.81,79.12,80.45,6557.92,False
99.99,100.00,90.78,92.06,78.85,80.28,6625.87,False
100.00,100.00,90.50,91.76,79.48,80.86,6694.83,False
100.00,100.00,90.63,91.99,78.83,80.34,6762.76,False
100.00,100.00,90.70,91.91,79.46,81.03,6830.34,False
100.00,100.00,90.72,92.02,79.65,81.25,6896.55,False
99.99,100.00,90.56,91.68,79.55,80.84,6963.86,False
99.99,100.00,90.83,92.10,79.30,80.83,7030.48,False
99.99,100.00,90.63,92.02,78.88,80.28,7096.59,False
