train,validation,time
0.00,0.00,0.00
0.00,0.00,4.40
0.00,0.00,7.50
20.25,11.66,10.34
71.15,51.11,13.30
84.76,72.74,16.38
90.55,81.52,19.39
94.04,86.37,22.34
96.68,89.65,25.49
97.98,92.53,28.50
98.26,92.01,31.38
99.49,95.54,34.26
99.66,95.41,37.25
99.66,97.51,40.32
99.89,95.67,43.23
99.94,96.72,46.11
100.00,97.25,49.16
100.00,96.20,52.16
100.00,97.25,55.14
100.00,96.85,58.15
100.00,96.59,61.06
100.00,96.99,64.22
100.00,98.69,67.26
100.00,98.69,67.26
