train,validation,time
0.00,0.00,0.00
0.00,0.00,4.44
0.51,0.13,7.78
32.23,27.13,10.97
56.41,44.82,14.15
76.77,60.94,17.31
89.71,73.26,20.59
95.56,82.70,24.04
97.75,87.29,27.36
99.04,89.38,30.70
98.82,94.76,33.99
99.83,92.14,37.45
99.61,92.27,40.84
100.00,94.63,44.24
100.00,94.76,47.77
100.00,95.28,51.28
100.00,94.63,54.44
100.00,95.41,57.92
100.00,96.99,61.21
100.00,97.90,64.40
100.00,97.90,64.40
