train,validation,time
0.00,0.00,0.00
0.00,0.00,4.61
0.84,0.26,7.92
34.31,25.82,11.16
61.64,48.23,14.61
77.17,61.86,17.81
90.04,75.88,21.10
95.56,85.58,24.57
98.03,87.94,27.78
98.99,92.01,31.09
99.38,92.01,34.36
99.72,94.76,37.66
99.89,95.41,40.96
99.89,96.59,44.38
99.94,96.85,47.93
99.89,97.90,51.25
99.89,97.90,51.25
