train,validation,time
0.00,0.00,0.00
0.00,0.00,4.44
5.85,5.11,7.59
28.52,23.46,10.83
65.41,46.92,14.24
83.75,67.89,17.44
91.68,80.21,20.68
95.61,86.50,23.90
97.75,91.61,27.15
98.88,93.05,30.40
99.27,93.84,33.81
99.72,94.10,37.17
99.83,96.46,40.48
99.94,95.41,43.86
99.94,98.03,47.21
99.94,98.03,47.21
