train,validation,time
0.00,0.00,0.00
0.00,0.00,4.61
2.42,1.57,7.76
31.33,19.66,10.95
69.01,53.08,14.29
85.83,75.10,17.77
91.56,82.04,21.10
95.61,85.85,24.50
98.26,89.65,28.01
99.21,93.97,31.35
99.44,95.02,34.73
99.78,93.97,38.14
99.94,95.41,41.51
100.00,97.12,44.83
100.00,96.59,48.38
100.00,97.25,51.78
100.00,97.12,55.05
100.00,98.56,58.52
100.00,98.56,58.52
