train,validation,time
0.00,0.00,0.00
0.00,0.00,4.58
3.49,2.62,8.06
41.28,29.10,11.41
63.33,53.21,14.81
71.88,60.16,18.25
79.25,69.72,21.66
88.36,78.24,24.95
91.96,83.75,28.35
95.56,87.16,31.76
97.24,91.74,35.20
98.48,94.36,38.62
99.38,94.10,41.91
99.66,93.97,45.27
99.78,94.50,48.78
99.94,95.67,52.30
99.94,96.72,55.80
100.00,97.12,59.27
100.00,96.72,62.63
100.00,96.59,66.05
100.00,96.85,69.48
100.00,98.43,73.04
100.00,98.43,73.04
