train,validation,time
0.00,0.00,0.00
0.00,0.00,4.56
0.17,0.00,8.05
38.98,29.10,11.43
68.05,58.72,14.92
85.77,73.92,18.33
93.87,81.65,21.60
98.09,87.94,25.11
98.99,88.07,28.51
99.61,92.01,32.03
99.83,93.18,35.48
99.83,95.28,39.05
99.89,95.15,42.36
100.00,95.41,45.81
100.00,97.77,49.25
100.00,97.77,49.25
