train,validation,time
0.00,0.00,0.00
96.98,92.91,0.58
100.00,95.82,0.41
99.84,97.09,0.41
100.00,96.55,0.42
100.00,97.82,0.42
100.00,97.45,0.41
100.00,97.82,0.42
99.92,96.55,0.41
99.92,97.09,0.42
100.00,96.91,0.40
99.84,97.27,0.41
100.00,97.09,0.39
100.00,97.82,0.40
99.92,98.18,0.41
100.00,97.45,0.40
100.00,97.45,0.40
100.00,98.00,0.39
100.00,97.09,0.43
100.00,97.64,1498667256.98
