train,validation,time
0.00,0.00,0.00
0.00,0.00,0.79
0.00,0.00,0.62
0.00,0.00,0.60
17.70,17.27,0.62
69.05,62.36,0.61
84.92,78.55,0.61
94.44,87.27,0.61
91.90,84.36,0.61
93.89,87.27,0.62
94.92,87.82,0.60
96.59,89.45,0.59
96.75,90.36,0.60
93.89,85.82,0.61
93.49,88.18,0.60
96.03,90.00,0.60
97.30,90.91,0.59
94.52,87.82,0.59
96.27,88.91,0.60
94.76,88.55,0.61
97.14,89.09,0.61
