train,validation,time
0.00,0.00,0.00
97.61,92.70,5.71
99.32,97.63,9.26
99.83,96.45,12.81
100.00,97.04,16.29
100.00,97.44,19.83
100.00,97.83,23.33
100.00,97.63,26.88
100.00,97.24,30.30
100.00,97.44,33.75
100.00,97.63,37.25
100.00,97.04,40.79
100.00,96.84,44.32
100.00,97.63,47.86
100.00,97.63,51.36
100.00,98.03,54.86
100.00,98.03,54.86
