train,validation,time
0.00,0.00,0.00
88.25,80.73,0.50
98.10,90.36,0.34
99.76,93.27,0.34
99.76,92.91,0.32
100.00,93.27,0.34
100.00,93.64,0.34
100.00,94.55,0.33
99.92,94.36,0.34
99.76,94.91,0.34
100.00,94.36,0.33
99.92,93.64,0.33
100.00,95.45,0.35
100.00,96.36,0.33
100.00,95.82,0.32
100.00,95.09,0.33
100.00,96.00,0.34
100.00,94.91,0.34
100.00,96.00,0.35
100.00,94.91,0.34
100.00,96.55,0.33
