train,validation,time
0.00,0.00,0.00
99.39,98.07,7.47
100.00,98.97,12.78
100.00,98.97,18.13
100.00,98.97,23.45
100.00,98.97,28.77
100.00,98.97,34.06
100.00,98.59,39.34
100.00,98.84,44.58
100.00,98.71,49.88
100.00,98.59,55.14
100.00,98.46,60.49
100.00,98.84,65.83
100.00,98.59,71.14
100.00,98.97,71.14
