Total:    16 | Class: 0 | [0,4,0,6,6,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 1 | [3,0,0,7,6,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.028
Total:    16 | Class: 2 | [2,1,0,4,9,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.028
Total:    16 | Class: 3 | [0,3,0,6,7,0,0] | Acc: 37.50 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 4 | [0,2,0,5,9,0,0] | Acc: 56.25 | Acc2: 0.00 | Time: 0.029
Total:    16 | Class: 5 | [0,3,0,8,5,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.028
Total:    16 | Class: 6 | [0,3,0,7,6,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.028
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 1 | [16,0,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 2 | [16,0,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.043
Total:    16 | Class: 3 | [16,0,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.029
Total:    16 | Class: 4 | [16,0,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 5 | [13,0,0,0,2,1,0] | Acc: 6.25 | Acc2: 0.00 | Time: 0.032
Total:    16 | Class: 6 | [16,0,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.021
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 6.25 | Time: 0.031
Total:    16 | Class: 1 | [0,13,0,0,0,0,3] | Acc: 81.25 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 2 | [3,0,3,10,0,0,0] | Acc: 18.75 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 3 | [2,0,1,12,1,0,0] | Acc: 75.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 4 | [0,0,0,2,14,0,0] | Acc: 87.50 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 5 | [0,0,0,2,2,12,0] | Acc: 75.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 6 | [0,10,0,0,0,0,6] | Acc: 37.50 | Acc2: 0.00 | Time: 0.031
