train,validation,test,min
0.00,0.00,0.00,0.00
27.08,28.19,25.89,0.00
47.33,48.26,43.75,0.00
93.51,86.87,80.36,12.50
98.95,95.37,86.61,31.25
99.69,98.84,93.75,75.00
99.87,99.23,94.64,75.00
99.96,99.23,95.54,81.25
99.96,98.84,94.64,68.75
100.00,99.61,95.54,75.00
100.00,100.00,97.32,87.50
100.00,100.00,96.43,81.25
100.00,99.61,96.43,81.25
100.00,99.61,97.32,81.25
100.00,100.00,97.32,81.25
100.00,100.00,98.21,87.50
