train,validation,time
0.00,0.00,0.00
100.00,96.79,5.01,best
100.00,96.26,8.31
100.00,93.98,11.66
100.00,95.72,15.05
100.00,94.92,18.47
100.00,93.45,21.69
100.00,95.72,24.99
100.00,94.92,28.37
100.00,95.59,31.64
100.00,95.99,34.89
100.00,94.92,38.07
100.00,91.58,41.44
100.00,96.79,41.44
