Total:    16 | Class: 0 | [2,0,9,1,0,3,1] | Acc: 12.50 | Acc2: 0.00 | Time: 0.027
Total:    16 | Class: 1 | [6,1,5,3,0,0,1] | Acc: 6.25 | Acc2: 0.00 | Time: 0.026
Total:    16 | Class: 2 | [11,0,3,0,0,1,1] | Acc: 18.75 | Acc2: 0.00 | Time: 0.026
Total:    16 | Class: 3 | [9,0,2,0,0,1,4] | Acc: 0.00 | Acc2: 0.00 | Time: 0.027
Total:    16 | Class: 4 | [6,0,3,1,1,3,2] | Acc: 6.25 | Acc2: 0.00 | Time: 0.028
Total:    16 | Class: 5 | [10,0,2,0,1,1,2] | Acc: 6.25 | Acc2: 0.00 | Time: 0.026
Total:    16 | Class: 6 | [6,0,4,1,1,2,2] | Acc: 12.50 | Acc2: 0.00 | Time: 0.029
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.029
Total:    16 | Class: 1 | [0,12,0,0,0,0,4] | Acc: 75.00 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 2 | [0,0,15,0,1,0,0] | Acc: 93.75 | Acc2: 0.00 | Time: 0.028
Total:    16 | Class: 3 | [0,0,0,12,4,0,0] | Acc: 75.00 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 4 | [0,0,1,0,15,0,0] | Acc: 93.75 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 18.75 | Time: 0.029
Total:    16 | Class: 6 | [0,6,0,0,0,0,10] | Acc: 62.50 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.029
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 6.25 | Time: 0.028
Total:    16 | Class: 2 | [0,0,16,0,0,0,0] | Acc: 100.00 | Acc2: 81.25 | Time: 0.029
