train,validation,test,min
0.00,0.00,0.00,0.00
21.69,24.32,20.54,0.00
68.10,66.02,65.18,0.00
87.38,83.01,82.14,6.25
99.21,96.53,91.96,50.00
99.96,99.23,95.54,68.75
100.00,99.23,94.64,62.50
100.00,99.23,96.43,75.00
100.00,99.61,96.43,75.00
100.00,99.61,95.54,68.75
100.00,99.61,97.32,81.25
100.00,99.61,98.21,87.50
100.00,99.61,98.21,87.50
