train,validation,test,min
0.00,0.00,0.00,0.00
27.26,28.57,25.89,0.00
75.42,64.48,70.54,6.25
96.93,88.80,83.04,31.25
99.34,96.91,90.18,43.75
100.00,99.61,92.86,56.25
100.00,99.61,93.75,62.50
100.00,99.61,95.54,75.00
100.00,99.61,96.43,81.25
100.00,99.61,96.43,75.00
100.00,99.61,96.43,75.00
100.00,99.61,96.43,75.00
100.00,99.61,95.54,68.75
100.00,99.61,96.43,75.00
100.00,99.61,96.43,75.00
100.00,99.61,99.11,93.75
100.00,99.61,99.11,93.75
