train,validation,test,min
0.00,0.00,0.00,0.00
24.93,25.87,23.21,0.00
46.49,50.19,46.43,0.00
80.98,75.29,69.64,6.25
96.67,91.51,85.71,25.00
99.52,98.07,91.07,50.00
99.47,96.53,89.29,31.25
99.96,99.23,93.75,68.75
100.00,99.23,92.86,56.25
100.00,99.61,95.54,75.00
100.00,100.00,99.11,93.75
100.00,100.00,99.11,93.75
