train,validation,test,min
0.00,0.00,0.00,0.00
28.31,28.57,26.79,0.00
66.61,64.09,62.50,0.00
79.05,76.45,74.11,0.00
96.93,90.73,84.82,18.75
100.00,98.84,95.54,68.75
100.00,98.84,93.75,56.25
100.00,99.23,96.43,75.00
100.00,99.61,96.43,75.00
100.00,100.00,98.21,87.50
100.00,100.00,98.21,87.50
