train,validation,test,min
0.00,0.00,0.00,0.00
27.83,28.19,25.00,0.00
43.82,43.63,41.07,0.00
65.29,57.53,60.71,0.00
84.57,70.66,79.46,37.50
98.51,91.12,91.07,37.50
99.87,96.14,92.86,50.00
99.91,96.91,96.43,75.00
100.00,98.84,97.32,81.25
100.00,98.46,97.32,81.25
100.00,99.23,98.21,87.50
100.00,99.23,98.21,87.50
