train,validation,test,min
0.00,0.00,0.00,0.00
29.18,28.96,26.79,0.00
60.30,55.98,50.00,0.00
91.15,84.94,81.25,12.50
98.77,94.21,89.29,31.25
99.74,98.46,95.54,75.00
100.00,98.84,91.96,50.00
100.00,99.23,96.43,81.25
100.00,99.23,95.54,75.00
100.00,99.61,95.54,68.75
100.00,99.23,92.86,56.25
100.00,99.61,98.21,93.75
100.00,99.61,98.21,93.75
