train,validation,test,min
0.00,0.00,0.00,0.00
26.91,27.80,25.00,0.00
65.69,63.32,62.50,0.00
96.76,89.96,85.71,18.75
99.91,98.46,91.96,56.25
100.00,98.84,93.75,62.50
100.00,99.61,95.54,75.00
100.00,99.61,95.54,75.00
100.00,99.61,97.32,87.50
100.00,99.61,98.21,93.75
100.00,99.61,98.21,93.75
