train,validation,test,min
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.18,0.00,0.00,0.00
0.26,0.00,0.00,0.00
1.18,0.00,1.79,0.00
0.74,0.00,1.79,0.00
1.36,0.00,2.68,0.00
2.45,0.00,3.57,0.00
2.50,0.00,4.46,0.00
3.51,0.77,4.46,0.00
