################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_4l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,3.34,0.00,3.93,0.00,3.42,0.00,True
88.40,96.40,74.45,84.93,63.42,74.00,49.70,True
95.83,98.39,82.23,88.35,70.72,76.99,98.17,True
97.82,99.27,83.92,88.84,72.81,78.52,146.95,True
98.71,99.71,86.33,90.45,75.63,80.85,194.93,True
99.14,99.76,87.26,90.71,76.34,80.63,243.66,True
99.45,99.86,87.48,90.70,77.61,81.04,294.91,True
99.55,99.90,87.39,90.46,77.07,80.96,345.29,False
99.77,99.94,88.23,91.07,77.90,81.34,394.02,True
99.60,99.89,87.72,90.74,77.76,81.48,442.15,True
99.81,99.95,88.64,90.99,78.21,81.31,491.97,True
99.77,99.97,89.02,91.29,78.98,81.45,541.24,True
99.89,99.98,89.31,91.80,78.05,80.73,589.76,True
99.74,99.92,88.34,91.02,78.73,81.71,637.81,True
99.57,99.83,88.31,90.60,79.79,82.42,687.40,True
99.89,99.97,90.12,92.31,79.51,82.03,737.44,True
99.89,99.96,89.92,92.22,80.09,82.98,786.44,True
99.93,99.99,89.82,91.87,79.81,82.34,834.36,False
99.95,99.99,89.71,91.83,79.74,82.38,882.34,False
99.83,99.96,89.18,91.46,78.78,81.49,937.67,False
99.97,100.00,90.37,92.11,80.16,82.10,994.27,True
99.96,100.00,90.03,91.98,79.51,82.16,1051.14,False
99.96,99.99,90.15,92.22,80.49,82.54,1106.97,False
99.96,99.99,90.04,91.68,79.96,82.26,1158.06,False
99.95,99.99,90.11,92.07,79.35,81.77,1208.91,False
99.97,99.99,90.73,92.23,80.42,82.46,1259.14,True
99.98,100.00,90.81,92.57,80.61,83.10,1311.18,True
100.00,100.00,90.92,92.58,80.11,82.38,1363.75,True
99.98,99.99,91.03,92.57,80.41,82.59,1414.21,True
99.95,100.00,90.50,92.13,80.70,83.07,1462.23,False
99.98,99.99,90.77,92.35,79.95,82.08,1511.34,False
99.99,100.00,91.03,92.75,80.28,82.49,1561.61,False
99.97,99.99,90.08,91.77,79.89,81.91,1611.63,False
99.98,100.00,90.87,92.37,80.98,83.16,1662.04,True
99.99,100.00,90.90,92.48,81.32,83.30,1715.49,True
99.99,100.00,91.19,92.88,81.04,83.22,1765.50,True
99.95,99.97,90.44,92.08,80.42,82.54,1816.20,False
99.93,99.98,91.22,92.69,80.08,82.30,1866.10,True
100.00,100.00,91.06,92.41,81.16,82.85,1918.01,False
99.98,99.99,91.52,92.97,80.80,82.74,1969.43,True
99.97,99.99,91.50,93.03,80.55,82.48,2019.80,False
99.99,99.99,91.23,92.65,80.96,82.85,2070.43,False
99.99,100.00,90.71,92.12,80.87,82.65,2121.73,False
99.97,99.99,91.18,92.49,80.89,82.65,2172.71,False
99.98,99.99,91.52,92.97,80.80,82.74,2172.71,False
