train,validation,time
0.00,0.00,0.00
27.26,27.27,7.39
41.24,41.01,14.00
53.59,52.97,20.57
70.07,69.50,27.15
76.38,76.54,33.67
83.17,83.20,40.05
88.52,88.43,46.57
93.34,92.88,53.31
92.38,92.25,59.71
97.15,96.65,66.15
98.16,97.64,72.71
98.25,97.72,79.59
99.56,99.09,86.26
99.56,99.09,86.26
