c0,c1,c2,c3,c4,c5,c6
100.0,96.61,74.66,98.66,99.27,100.0,99.95
100.0,99.89,83.1,95.57,97.72,99.92,95.75
100.0,78.63,86.62,98.17,99.92,100.0,100.0
100.0,99.41,84.47,98.87,99.57,99.97,98.76
100.0,99.89,84.39,99.52,99.95,100.0,98.93
100.0,91.05,86.8,98.6,99.84,99.95,99.87
100.0,99.73,73.61,99.27,99.38,100.0,99.76
100.0,99.97,81.08,99.11,98.41,99.81,98.25
100.0,99.03,82.72,99.49,99.25,99.89,99.79
100.0,92.8,56.76,99.38,98.07,100.0,100.0
