Total:    16 | Class: 0 | [0,0,14,0,0,2,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.047
Total:    16 | Class: 1 | [1,0,9,0,0,6,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 2 | [0,0,10,0,0,6,0] | Acc: 62.50 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 3 | [1,0,9,0,1,5,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 4 | [1,0,10,0,0,5,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 5 | [0,0,9,0,0,7,0] | Acc: 43.75 | Acc2: 0.00 | Time: 0.037
Total:    16 | Class: 6 | [1,0,10,0,0,5,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.037
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.041
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.033
Total:    16 | Class: 2 | [0,0,0,0,15,1,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 3 | [0,0,0,0,3,8,5] | Acc: 0.00 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.032
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.034
Total:    16 | Class: 6 | [0,3,0,0,0,0,13] | Acc: 81.25 | Acc2: 37.50 | Time: 0.033
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.035
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.043
Total:    16 | Class: 2 | [0,0,2,0,14,0,0] | Acc: 12.50 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 3 | [0,0,0,0,3,10,3] | Acc: 0.00 | Acc2: 0.00 | Time: 0.030
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.034
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.033
Total:    16 | Class: 6 | [0,0,0,0,0,0,16] | Acc: 100.00 | Acc2: 100.00 | Time: 0.034
