Total:    16 | Class: 0 | [1,14,0,1,0,0,0] | Acc: 6.25 | Acc2: 0.00 | Time: 0.050
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 0.00 | Time: 0.025
Total:    16 | Class: 2 | [0,16,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.035
Total:    16 | Class: 3 | [0,16,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.039
Total:    16 | Class: 4 | [0,16,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 5 | [0,16,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.047
Total:    16 | Class: 6 | [0,16,0,0,0,0,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.044
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.035
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.037
Total:    16 | Class: 2 | [0,0,1,0,8,7,0] | Acc: 6.25 | Acc2: 6.25 | Time: 0.030
Total:    16 | Class: 3 | [0,0,0,0,15,1,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.029
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.036
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.036
Total:    16 | Class: 6 | [0,0,0,0,0,0,16] | Acc: 100.00 | Acc2: 100.00 | Time: 0.033
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.037
Total:    16 | Class: 2 | [0,0,12,0,1,3,0] | Acc: 75.00 | Acc2: 50.00 | Time: 0.031
Total:    16 | Class: 3 | [2,0,0,0,13,1,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.043
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.028
Total:    16 | Class: 6 | [0,0,0,0,0,0,16] | Acc: 100.00 | Acc2: 100.00 | Time: 0.049
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.039
