################ TRAINING REPORT #################
# Images path   | ./dataset/digits/digits_v7/training/
# Validation    | 0.30
# Images shape  | (64,64,1)
# Architecure   | gtsd_1l
# Batch size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,10.38,0.00,7.39,0.00,7.26,0.00,True
100.00,100.00,91.46,92.06,90.74,90.74,26.10,True
100.00,100.00,93.33,95.20,88.36,88.36,49.92,True
100.00,100.00,92.18,94.99,89.24,90.99,74.94,True
100.00,100.00,93.76,95.20,91.11,93.74,99.91,True
100.00,100.00,92.40,94.86,88.36,88.36,123.24,False
100.00,100.00,92.61,95.37,85.73,88.36,148.20,False
100.00,100.00,92.57,94.60,83.98,88.36,173.30,False
100.00,100.00,90.78,94.73,83.98,89.24,197.75,False
100.00,100.00,92.01,94.56,85.73,91.11,221.98,False
100.00,100.00,90.74,95.03,85.73,88.36,246.17,False
100.00,100.00,89.63,93.80,88.11,90.99,270.72,False
100.00,100.00,90.95,95.37,85.73,91.11,295.12,False
100.00,100.00,90.44,96.60,87.86,91.11,320.07,False
100.00,100.00,89.63,96.18,83.98,91.11,345.69,False
100.00,100.00,90.31,95.79,83.98,91.11,372.13,False
100.00,100.00,91.04,96.30,83.98,91.11,397.59,False
100.00,100.00,92.06,96.30,86.61,91.11,421.20,False
100.00,100.00,91.38,96.47,83.73,91.11,445.64,False
100.00,100.00,90.48,95.75,86.36,90.99,470.77,False
100.00,100.00,91.16,96.39,85.48,90.99,495.02,False
100.00,100.00,90.78,95.67,83.23,91.11,521.63,False
100.00,100.00,90.48,95.58,83.73,91.11,548.84,False
100.00,100.00,92.06,96.18,83.98,91.11,573.97,False
100.00,100.00,90.82,96.30,83.98,91.11,599.84,False
100.00,100.00,90.78,95.16,85.48,91.11,625.92,False
100.00,100.00,93.76,95.20,91.11,93.74,625.92,False
