################ TRAINING REPORT #################
# Images path   | ./dataset/digits/digits_v7/training/
# Validation    | 0.30
# Images shape  | (64,64,1)
# Architecure   | gtsd_1l
# Batch size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,8.23,0.00,6.92,0.00,8.26,0.00,True
99.95,100.00,90.31,92.95,88.36,90.24,73.19,True
100.00,100.00,92.01,94.14,83.98,84.36,147.01,True
99.95,99.95,92.31,94.27,86.61,90.99,220.17,True
100.00,100.00,92.35,95.54,90.99,90.99,292.97,True
100.00,100.00,93.20,95.24,85.73,88.36,365.97,True
100.00,100.00,90.48,94.22,85.73,88.36,439.38,False
100.00,100.00,91.89,95.88,85.48,90.99,513.35,False
100.00,100.00,93.08,95.41,85.73,88.49,585.56,False
100.00,100.00,92.52,96.35,83.73,90.99,656.05,False
100.00,100.00,91.72,96.22,85.48,88.11,728.61,False
100.00,100.00,91.93,94.35,83.73,86.36,801.61,False
100.00,100.00,88.91,95.84,82.98,86.61,874.43,False
100.00,100.00,90.99,95.96,86.36,90.99,947.56,False
100.00,100.00,90.44,94.86,85.23,87.86,1020.28,False
100.00,100.00,90.61,94.82,87.86,90.74,1092.88,False
100.00,100.00,89.85,95.45,88.74,90.99,1165.24,False
100.00,100.00,88.23,93.88,88.74,88.99,1239.03,False
100.00,100.00,91.46,95.84,83.48,90.74,1312.45,False
100.00,100.00,89.17,94.90,86.11,88.99,1385.78,False
100.00,100.00,90.95,94.77,83.48,91.36,1459.90,True
100.00,100.00,89.55,95.16,83.48,88.99,1532.65,False
100.00,100.00,89.93,94.60,83.48,93.12,1603.92,True
100.00,100.00,89.68,95.41,83.48,90.74,1675.88,False
100.00,100.00,91.08,96.05,85.23,90.74,1749.83,False
100.00,100.00,91.08,96.13,83.48,89.24,1822.87,False
100.00,100.00,91.59,95.41,83.48,90.74,1895.01,False
100.00,100.00,90.10,95.37,83.73,90.99,1969.35,False
100.00,100.00,91.08,96.22,83.48,90.74,2042.03,False
100.00,100.00,90.36,96.22,84.73,90.74,2116.29,False
100.00,100.00,89.85,95.37,82.98,93.62,2189.35,True
100.00,100.00,88.28,96.09,84.73,90.99,2263.56,False
100.00,100.00,88.74,96.22,82.98,90.74,2336.06,False
100.00,100.00,91.29,94.31,83.73,83.98,2409.51,False
100.00,100.00,89.42,95.50,83.48,87.86,2482.37,False
100.00,100.00,90.06,95.54,83.48,88.11,2554.47,False
100.00,100.00,89.17,94.77,83.48,87.86,2627.33,False
100.00,100.00,88.95,94.27,85.23,87.86,2701.02,False
100.00,100.00,88.70,93.93,84.36,87.86,2774.26,False
100.00,100.00,87.89,94.52,83.48,87.86,2846.30,False
100.00,100.00,91.08,95.50,85.23,87.86,2919.37,False
100.00,100.00,87.17,94.99,82.98,87.86,2992.72,False
100.00,100.00,86.79,93.46,82.98,87.86,3064.56,False
100.00,100.00,88.15,94.35,84.36,87.86,3138.08,False
100.00,100.00,87.43,93.67,82.98,88.11,3212.25,False
100.00,100.00,88.83,94.99,82.98,90.74,3286.21,False
100.00,100.00,87.17,94.82,84.36,87.86,3360.06,False
100.00,100.00,87.38,94.39,84.11,90.99,3434.18,False
100.00,100.00,87.38,95.28,84.11,87.48,3507.43,False
100.00,100.00,87.94,93.54,82.10,87.61,3580.62,False
100.00,100.00,86.83,92.91,82.10,86.98,3653.59,False
100.00,100.00,88.45,91.38,82.10,85.23,3725.48,False
100.00,100.00,89.85,95.37,82.98,93.62,3725.48,False
