################ TRAINING REPORT #################
# Images path   | ./dataset/digits/digits_v7/training/
# Validation    | 0.30
# Images shape  | (64,64,1)
# Architecure   | gtsd_2l
# Batch size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,13.98,0.00,16.40,0.00,12.39,0.00,True
99.93,99.95,90.23,93.67,90.61,90.86,20.05,True
99.95,100.00,91.72,94.39,90.99,90.99,38.64,True
100.00,100.00,92.48,94.90,90.86,90.99,57.11,True
100.00,100.00,92.57,95.84,90.49,90.99,75.02,True
100.00,100.00,93.63,95.07,88.11,90.99,94.04,True
100.00,100.00,91.93,95.37,90.49,93.62,113.10,True
100.00,100.00,92.69,95.33,90.36,91.11,130.60,False
100.00,100.00,92.35,95.54,87.61,93.62,149.13,False
100.00,100.00,93.50,95.50,93.37,93.74,167.15,True
100.00,100.00,92.74,96.01,90.36,93.74,186.17,False
100.00,100.00,93.46,95.33,90.86,93.74,204.70,False
100.00,100.00,93.84,95.41,90.86,93.49,222.75,True
100.00,100.00,93.80,95.28,85.61,90.86,241.48,False
100.00,100.00,93.12,94.77,85.11,93.49,259.78,False
100.00,100.00,92.61,95.45,85.48,93.49,277.02,False
100.00,100.00,91.84,96.01,90.36,93.74,296.41,False
100.00,100.00,91.84,95.28,87.73,93.49,314.29,False
100.00,100.00,92.01,95.41,92.99,93.49,332.44,False
100.00,100.00,94.35,95.41,90.86,93.49,351.29,True
100.00,100.00,93.46,95.45,90.86,93.49,369.23,False
100.00,100.00,94.35,95.84,90.86,93.49,389.38,False
100.00,100.00,94.86,95.41,90.86,90.86,408.52,True
100.00,100.00,94.35,95.03,90.86,90.86,425.72,False
100.00,100.00,93.59,95.84,88.24,93.49,443.87,False
100.00,100.00,93.08,95.84,90.61,93.49,462.52,False
100.00,100.00,92.27,95.84,85.36,90.86,481.13,False
100.00,100.00,93.08,95.84,87.98,93.49,499.36,False
100.00,100.00,93.37,95.84,90.61,93.49,518.13,False
100.00,100.00,93.76,95.84,87.98,90.86,536.92,False
100.00,100.00,93.76,95.45,90.61,93.49,555.10,False
100.00,100.00,93.08,95.45,87.98,93.49,572.82,False
100.00,100.00,93.20,94.90,87.98,93.24,591.52,False
100.00,100.00,93.93,94.90,87.98,93.24,610.37,False
100.00,100.00,94.69,95.45,90.61,93.49,629.03,False
100.00,100.00,93.59,94.86,87.98,90.61,648.48,False
100.00,100.00,91.55,94.86,90.61,93.24,666.48,False
100.00,100.00,93.59,94.86,87.98,93.24,685.93,False
100.00,100.00,89.08,94.90,87.98,90.61,705.21,False
100.00,100.00,90.06,94.90,87.86,93.24,723.35,False
100.00,100.00,93.76,94.86,90.61,90.61,743.07,False
100.00,100.00,92.82,94.90,87.98,93.24,760.62,False
100.00,100.00,92.52,94.86,87.11,93.24,778.67,False
100.00,100.00,91.08,94.90,87.98,87.98,798.09,False
100.00,100.00,94.86,95.41,90.86,90.86,798.09,False
