################ TRAINING REPORT #################
# Images path   | .\dataset\signals\train\
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_1l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,1.50,0.00,1.91,0.00,1.85,0.00,True
62.66,88.20,56.88,81.62,47.99,69.62,38.10,True
76.18,92.00,68.57,84.58,57.20,72.58,74.38,True
80.41,93.11,71.86,85.45,60.18,73.42,109.41,True
80.84,94.32,71.21,86.19,60.11,74.43,144.32,True
85.12,94.92,75.25,86.28,62.94,74.34,179.74,True
85.37,95.41,75.38,86.95,64.22,76.12,215.03,True
86.02,95.45,75.65,86.59,64.21,74.55,251.82,True
85.29,95.64,75.39,86.47,63.37,74.90,285.67,False
87.32,96.00,75.99,86.68,64.54,75.16,321.94,True
88.07,96.31,77.08,86.64,65.22,75.83,359.03,True
87.98,96.38,77.14,87.24,65.93,76.21,393.88,True
88.30,96.21,77.08,86.37,65.63,75.45,429.97,False
89.51,96.36,78.53,86.87,65.96,74.90,466.01,True
89.20,96.36,77.58,86.49,66.11,75.26,500.05,False
89.39,96.82,77.79,86.98,65.71,75.16,536.33,False
89.67,96.78,78.31,87.49,66.23,75.46,569.68,False
89.55,96.88,78.34,86.80,66.57,75.31,604.81,False
90.44,96.92,78.90,87.49,67.34,76.14,641.39,True
89.88,97.13,78.17,87.22,66.76,76.09,677.08,False
90.59,96.99,78.61,87.44,67.72,76.40,712.53,True
90.63,97.29,78.74,87.78,67.62,76.81,749.16,True
90.40,96.88,78.51,87.27,66.53,75.36,785.00,False
91.34,97.37,79.32,87.25,67.97,76.07,821.17,True
91.73,97.42,79.89,87.72,68.44,76.36,855.57,True
91.70,97.31,79.74,87.44,68.05,75.86,891.29,False
91.04,97.22,79.16,87.41,68.57,76.95,928.51,True
91.58,97.36,79.21,87.34,68.43,76.29,964.49,False
92.13,97.58,79.79,87.29,68.17,76.20,999.61,False
92.21,97.52,80.11,87.24,68.67,76.62,1035.56,True
91.70,97.51,79.41,87.32,68.68,76.52,1071.58,False
91.72,97.55,79.61,87.68,68.48,76.63,1108.26,False
92.84,97.59,80.08,87.10,69.47,76.16,1145.67,False
92.41,97.65,80.45,87.62,68.39,75.54,1186.60,True
92.82,97.69,80.72,87.90,69.42,76.56,1229.24,True
92.62,97.62,80.62,87.61,69.05,75.83,1268.95,False
92.28,97.43,80.30,86.81,69.04,76.37,1309.29,False
92.30,97.74,79.53,87.32,68.68,76.41,1347.14,False
92.16,97.65,80.11,87.97,68.83,76.49,1381.85,False
93.26,97.77,81.03,87.60,69.49,76.36,1418.20,True
92.30,97.70,79.59,87.49,69.06,76.42,1451.58,False
93.18,97.61,80.94,87.37,70.22,76.71,1487.78,False
93.26,97.77,81.03,87.60,69.49,76.36,1487.78,False
