Total:    16 | Class: 0 | [0,0,0,9,0,7,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.029
Total:    16 | Class: 1 | [0,0,0,7,0,9,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.037
Total:    16 | Class: 2 | [0,0,0,5,0,11,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.029
Total:    16 | Class: 3 | [0,0,0,3,0,13,0] | Acc: 18.75 | Acc2: 0.00 | Time: 0.032
Total:    16 | Class: 4 | [0,0,0,4,0,12,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.031
Total:    16 | Class: 5 | [0,0,0,6,0,10,0] | Acc: 62.50 | Acc2: 0.00 | Time: 0.036
Total:    16 | Class: 6 | [0,0,0,8,0,8,0] | Acc: 0.00 | Acc2: 0.00 | Time: 0.025
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.033
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 68.75 | Time: 0.023
Total:    16 | Class: 2 | [0,0,16,0,0,0,0] | Acc: 100.00 | Acc2: 93.75 | Time: 0.031
Total:    16 | Class: 3 | [0,0,0,16,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 6 | [0,0,0,0,0,0,16] | Acc: 100.00 | Acc2: 100.00 | Time: 0.034
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.030
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 2 | [0,0,16,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 3 | [0,0,0,16,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.041
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.030
Total:    16 | Class: 6 | [0,0,0,0,0,0,16] | Acc: 100.00 | Acc2: 100.00 | Time: 0.037
Total:    16 | Class: 0 | [16,0,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 1 | [0,16,0,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 2 | [0,0,16,0,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 3 | [0,0,0,16,0,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 4 | [0,0,0,0,16,0,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 5 | [0,0,0,0,0,16,0] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
Total:    16 | Class: 6 | [0,0,0,0,0,0,16] | Acc: 100.00 | Acc2: 100.00 | Time: 0.031
