train,validation,test,min
0.00,0.00,0.00,0.00
16.26,17.37,18.75,0.00
46.10,44.79,42.86,0.00
85.45,75.29,72.32,6.25
96.41,94.21,89.29,56.25
99.52,98.07,93.75,62.50
99.87,98.84,96.43,75.00
100.00,99.61,94.64,62.50
100.00,100.00,96.43,75.00
100.00,100.00,98.21,87.50
100.00,100.00,98.21,87.50
