train,validation,test,min
0.00,0.00,0.00,0.00
12.14,12.36,9.82,0.00
29.62,29.73,26.79,0.00
65.03,62.16,60.71,0.00
70.29,67.57,69.64,0.00
77.13,71.43,71.43,0.00
91.24,84.56,84.82,6.25
97.15,91.12,87.50,12.50
99.65,95.75,92.86,50.00
99.96,96.53,95.54,68.75
99.96,97.30,94.64,62.50
100.00,98.84,97.32,81.25
100.00,98.84,95.54,68.75
100.00,98.84,97.32,81.25
100.00,98.84,95.54,68.75
100.00,98.84,97.32,81.25
100.00,99.23,97.32,81.25
100.00,98.84,98.21,87.50
100.00,98.84,98.21,87.50
