################ TRAINING REPORT #################
# Images path   | ./dataset/fabric/side64/training/
# Validation    | 0.30
# Images shape  | (64,64,3)
# Architecure   | gtsd_1l
# Batch size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,12.00,0.00,12.99,0.00,10.82,0.00,True
86.02,97.34,76.91,92.21,74.46,93.51,8.81,True
99.44,99.94,94.95,98.41,92.21,97.40,16.19,True
99.44,100.00,93.80,97.26,90.04,94.81,23.29,False
100.00,100.00,95.96,98.12,93.51,96.97,30.47,True
99.94,100.00,93.36,97.11,91.34,96.10,37.64,False
100.00,100.00,97.55,99.28,96.54,99.57,44.86,True
100.00,100.00,96.68,98.12,95.67,98.27,51.88,False
100.00,100.00,97.84,99.13,96.54,99.13,59.15,True
100.00,100.00,98.56,99.57,96.54,99.13,66.46,True
100.00,100.00,98.41,99.86,96.97,99.13,73.87,False
100.00,100.00,98.70,99.71,97.84,99.13,81.12,True
100.00,100.00,97.69,99.28,95.67,98.27,88.57,False
100.00,100.00,98.12,99.13,93.94,97.40,95.84,False
100.00,100.00,99.13,99.71,97.40,99.57,103.17,True
100.00,100.00,95.09,97.98,91.77,95.24,110.41,False
100.00,100.00,99.13,99.71,97.40,99.57,117.40,False
100.00,100.00,98.12,99.13,95.24,98.27,124.38,False
100.00,100.00,99.42,99.86,96.97,98.70,131.49,True
100.00,100.00,98.99,99.86,98.70,99.13,138.82,False
100.00,100.00,98.27,99.71,95.24,98.70,146.15,False
100.00,100.00,97.84,99.42,94.37,97.40,153.13,False
100.00,100.00,99.28,99.71,98.27,100.00,160.16,True
100.00,100.00,99.57,99.86,96.54,97.40,167.12,True
100.00,100.00,99.57,99.86,96.54,97.40,167.12,True
