################ TRAINING REPORT #################
# Images path   | ./dataset/fabric/side64/training/
# Validation    | 0.30
# Images shape  | (64,64,3)
# Architecure   | gtsd_5l
# Batch size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,15.96,0.00,17.89,0.00,11.69,0.00,True
35.19,84.29,32.32,82.25,24.68,84.85,9.31,True
64.94,88.44,59.74,83.12,60.17,78.79,16.76,True
90.91,99.07,82.11,97.11,87.88,99.13,24.22,True
99.81,100.00,95.09,98.99,98.27,99.13,31.67,True
99.57,99.88,96.54,98.85,94.81,98.70,39.13,True
100.00,100.00,98.41,99.28,99.13,99.57,46.58,True
100.00,100.00,98.41,98.99,98.70,99.57,54.01,False
100.00,100.00,99.28,99.42,98.70,99.13,61.49,True
100.00,100.00,98.70,98.99,99.13,99.13,68.89,False
100.00,100.00,98.12,99.13,98.70,100.00,76.36,True
100.00,100.00,97.26,98.12,98.70,99.13,83.84,False
100.00,100.00,98.70,99.28,99.57,99.57,91.33,False
100.00,100.00,98.99,99.57,99.57,99.57,98.74,False
95.55,98.58,88.31,91.63,93.07,94.81,106.16,False
100.00,100.00,96.97,98.56,98.27,99.13,113.57,False
100.00,100.00,99.71,99.86,99.57,100.00,120.98,True
100.00,100.00,99.71,99.86,99.57,100.00,120.98,True
