c0,c1,c2,c3,c4,c5,c6
100.0,6.04,68.51,100.0,99.75,100.0,99.88
100.0,97.5,100.0,50.52,100.0,95.29,49.9
100.0,100.0,88.88,100.0,100.0,100.0,48.1
100.0,100.0,62.39,100.0,100.0,100.0,98.96
100.0,100.0,88.25,100.0,100.0,100.0,100.0
100.0,100.0,98.71,97.63,100.0,100.0,100.0
100.0,100.0,94.59,100.0,100.0,100.0,100.0
100.0,100.0,92.5,100.0,100.0,100.0,99.96
100.0,100.0,94.5,100.0,100.0,100.0,100.0
100.0,100.0,99.17,100.0,100.0,100.0,100.0
