c0,c1,c2,c3,c4,c5,c6
0.0,2422.13,1678.08,346.54,139.74,0.56,675.69
0.0,662.54,1.94,1653.73,0.21,288.53,1672.4
0.0,182.51,383.6,6.69,0.05,0.03,1730.48
0.0,10.45,1321.28,1.67,19.89,0.0,179.45
0.0,41.9,404.37,0.24,1.25,0.0,23.21
0.0,1.92,44.54,131.78,0.01,0.0,13.31
0.0,4.94,191.69,0.05,9.84,0.0,0.43
0.0,0.33,267.11,0.59,0.06,0.0,20.26
0.0,7.09,198.59,0.15,0.86,0.28,1.19
0.0,13.75,35.93,1.6,0.27,0.01,1.93
