c0,c1,c2,c3,c4,c5,c6
0.0,1.01,0.7,0.14,0.06,0.0,0.28
0.0,0.28,0.0,0.69,0.0,0.12,0.7
0.0,0.08,0.16,0.0,0.0,0.0,0.72
0.0,0.0,0.55,0.0,0.01,0.0,0.07
0.0,0.02,0.17,0.0,0.0,0.0,0.01
0.0,0.0,0.02,0.05,0.0,0.0,0.01
0.0,0.0,0.08,0.0,0.0,0.0,0.0
0.0,0.0,0.11,0.0,0.0,0.0,0.01
0.0,0.0,0.08,0.0,0.0,0.0,0.0
0.0,0.01,0.01,0.0,0.0,0.0,0.0
