train,validation,time
0.00,0.00,0.00
0.00,0.00,0.86
0.51,0.26,0.65
14.12,10.09,0.58
39.03,31.45,0.59
62.32,46.13,0.58
82.51,66.45,0.57
91.11,76.54,0.55
94.94,82.31,0.60
97.86,90.04,0.56
98.88,90.43,0.55
99.38,92.79,0.57
99.49,95.28,0.58
99.78,96.72,0.58
99.66,95.28,0.57
100.00,96.99,0.59
100.00,97.12,0.65
100.00,97.77,0.59
100.00,97.77,0.59
