train,validation,time
0.00,0.00,0.00
0.00,0.00,0.88
4.84,4.72,0.56
15.52,13.63,0.60
32.85,28.96,0.59
47.75,41.28,0.59
67.15,51.38,0.60
86.11,69.86,0.59
92.35,79.82,0.56
95.05,86.37,0.56
97.58,89.25,0.56
98.93,88.20,0.58
99.49,90.83,0.57
99.66,93.71,0.57
99.89,92.92,0.57
100.00,96.46,0.58
99.94,96.59,0.58
100.00,95.94,0.57
100.00,97.51,0.61
100.00,97.51,0.61
