train,validation,time
0.00,0.00,0.00
0.00,0.00,0.84
1.52,0.66,0.66
42.01,29.36,0.53
75.42,60.29,0.54
89.26,73.66,0.62
93.64,82.44,0.57
96.06,89.91,0.55
98.48,90.56,0.57
99.16,93.45,0.58
99.44,95.41,0.57
99.55,96.99,0.58
99.72,97.25,0.54
99.83,96.33,0.55
99.89,97.25,0.61
100.00,96.07,0.55
100.00,97.25,0.61
100.00,97.51,0.57
100.00,97.51,0.57
