train,validation,test,min
0.00,0.00,0.00,0.00
23.93,27.03,22.32,0.00
33.39,30.50,31.25,0.00
72.61,69.11,66.96,6.25
92.24,86.10,83.04,31.25
98.69,94.21,88.39,37.50
99.47,98.07,91.07,62.50
99.91,99.23,93.75,68.75
99.96,99.61,93.75,68.75
100.00,99.61,95.54,75.00
100.00,99.61,96.43,87.50
100.00,99.61,98.21,87.50
