train,validation,test,min
0.00,0.00,0.00,0.00
20.77,22.39,19.64,0.00
48.38,46.33,44.64,0.00
67.92,64.09,65.18,0.00
71.03,69.11,69.64,6.25
84.14,80.31,78.57,18.75
95.14,89.96,91.96,56.25
97.98,94.59,96.43,87.50
98.77,96.14,94.64,75.00
99.65,96.53,95.54,81.25
99.17,96.14,97.32,81.25
99.87,97.68,95.54,81.25
100.00,99.23,96.43,87.50
100.00,99.23,97.32,87.50
100.00,98.46,97.32,87.50
100.00,99.23,97.32,87.50
100.00,99.61,98.21,87.50
