train,validation,time
0.00,0.00,0.00
99.60,97.46,6.91,best
100.00,97.06,12.13
100.00,93.58,17.39
100.00,94.79,22.67
100.00,94.52,27.94
100.00,94.79,33.31
100.00,91.98,38.60
100.00,94.65,43.88
100.00,94.79,49.32
100.00,93.45,54.65
100.00,94.65,60.00
100.00,95.32,65.38
99.60,97.46,65.38
