################ TRAINING REPORT #################
# Images path   | ./dataset/signals/train/
# Validation    | 0.30
# Images size   | (32,32)
# Architecure   | gtsd_3l
# Bacth Size    | 64
# Snap/Epoch    | 5
# Max epochs    | 1000
# Eval Criteria | 0.75
##################################################
train,trainNC,val,valNC,test,testNC,time,new_best
0.00,1.13,0.00,1.61,0.00,1.26,0.00,True
70.13,88.47,54.39,74.32,47.56,64.79,65.59,True
82.41,94.04,63.49,77.59,54.11,67.50,130.74,True
88.81,96.00,68.62,79.38,59.57,69.74,195.80,True
90.65,96.63,70.29,79.89,61.87,71.18,259.77,True
92.18,97.62,71.14,80.88,61.79,70.89,325.47,True
93.42,98.11,72.67,81.71,62.30,70.77,392.71,True
94.34,98.37,73.18,81.74,63.51,72.30,459.29,True
94.59,98.40,73.70,81.48,63.33,71.20,525.82,True
95.46,98.70,74.30,81.66,63.77,71.22,588.98,True
96.00,98.94,74.96,81.88,64.57,71.59,653.77,True
95.56,98.80,74.68,81.96,63.84,70.83,719.67,False
96.36,99.05,76.07,83.02,65.43,72.25,783.63,True
96.91,99.08,75.76,82.10,65.57,72.34,851.04,True
97.23,99.21,76.27,82.54,66.73,73.44,915.89,True
97.44,99.34,76.44,82.43,66.97,73.01,982.26,True
97.18,99.19,76.70,82.57,66.93,72.39,1047.85,True
97.60,99.46,76.33,81.96,66.29,72.28,1113.83,False
97.72,99.47,76.49,81.98,67.21,73.03,1178.63,False
97.66,99.37,76.83,82.38,67.22,72.79,1242.22,True
97.94,99.53,77.48,82.86,67.39,73.09,1309.01,True
98.44,99.57,77.26,82.32,67.70,73.01,1374.04,False
98.40,99.60,77.45,82.73,67.78,72.93,1438.64,False
98.31,99.60,77.10,82.45,66.98,72.85,1508.30,False
98.43,99.64,77.62,82.44,67.85,73.17,1573.07,True
98.66,99.58,78.35,82.62,68.98,73.40,1636.92,True
98.53,99.56,77.08,82.04,67.32,72.33,1701.56,False
98.76,99.68,78.13,83.27,68.41,73.73,1767.71,True
98.55,99.64,78.09,82.87,68.80,74.30,1832.00,True
98.86,99.79,78.28,83.07,68.49,73.32,1897.22,False
98.73,99.76,77.78,83.04,67.70,72.95,1960.41,False
98.92,99.73,79.04,83.71,69.36,74.11,2024.41,True
99.06,99.80,78.36,82.91,68.41,73.29,2088.81,False
99.07,99.84,78.70,83.19,68.37,73.25,2153.51,False
99.12,99.83,78.94,83.46,68.84,73.46,2219.41,False
98.90,99.81,77.97,83.13,68.50,73.76,2284.81,False
99.03,99.79,78.57,82.94,68.33,73.29,2351.97,False
99.18,99.82,78.61,83.28,68.81,73.20,2416.59,False
98.89,99.74,78.67,83.22,68.83,73.60,2479.67,False
99.25,99.84,79.51,83.81,68.90,73.41,2545.65,True
99.14,99.81,79.25,83.32,69.07,73.42,2611.37,False
99.14,99.86,78.59,82.99,68.48,72.91,2677.25,False
99.23,99.85,79.46,83.91,69.96,74.32,2741.11,True
99.18,99.84,79.17,83.78,69.24,73.56,2805.01,False
99.29,99.82,79.21,83.13,69.24,73.47,2871.28,False
99.30,99.81,79.38,83.54,69.87,74.35,2934.65,True
99.44,99.86,79.35,83.54,69.04,73.64,3000.18,False
99.09,99.79,78.79,83.41,68.68,73.56,3065.80,False
99.48,99.90,79.71,83.42,70.00,74.19,3132.48,True
99.39,99.87,79.20,83.24,69.54,73.87,3197.85,False
99.42,99.89,79.55,83.75,70.27,74.69,3264.36,True
99.49,99.90,79.30,83.45,69.38,73.41,3330.02,False
99.49,99.93,79.73,83.71,69.97,74.52,3396.27,True
99.43,99.91,79.44,83.18,69.99,73.69,3460.99,False
99.59,99.91,79.67,83.48,70.95,74.79,3527.80,True
99.30,99.84,79.26,83.01,69.47,73.29,3594.64,False
99.57,99.93,79.70,83.54,69.59,73.70,3661.49,False
99.42,99.89,79.59,83.66,70.04,74.15,3726.62,False
99.63,99.92,79.95,83.65,69.98,73.68,3792.90,True
99.47,99.85,79.88,84.13,70.18,74.12,3859.58,False
99.54,99.93,79.65,83.84,69.90,74.10,3927.22,False
99.57,99.93,79.59,83.71,70.28,74.22,3992.96,False
99.52,99.92,78.95,82.97,69.56,73.54,4057.07,False
99.63,99.93,80.27,84.21,71.28,75.05,4121.89,True
99.42,99.82,80.07,83.30,69.86,73.37,4188.28,False
99.52,99.94,79.91,83.76,69.90,73.67,4253.35,False
99.65,99.96,80.35,84.26,70.86,74.51,4319.40,True
99.61,99.93,79.94,83.53,70.73,74.46,4385.23,False
99.74,99.97,80.40,83.97,70.90,74.83,4453.67,True
99.63,99.97,79.84,83.65,70.73,74.59,4518.94,False
99.75,99.96,80.23,83.72,70.65,74.54,4584.40,False
99.57,99.91,79.55,82.67,70.51,74.17,4650.75,False
99.63,99.91,79.60,83.10,70.49,74.11,4717.02,False
99.67,99.97,80.13,83.70,71.32,75.45,4784.42,True
99.54,99.92,79.84,83.58,70.41,73.99,4849.16,False
99.74,99.97,80.44,83.86,71.28,75.33,4913.67,True
99.65,99.95,80.12,83.81,70.73,74.63,4980.50,False
99.73,99.94,80.13,83.55,71.26,74.78,5047.71,False
99.44,99.88,79.74,83.30,71.16,74.97,5114.58,False
99.45,99.84,80.34,83.48,71.07,74.94,5181.24,False
99.75,99.96,80.15,83.64,71.06,74.55,5248.02,False
99.69,99.94,80.27,83.94,70.95,74.61,5312.63,False
99.76,99.99,80.33,83.93,70.88,74.61,5378.42,False
99.68,99.96,80.12,83.97,70.41,74.27,5443.39,False
99.70,99.94,80.25,83.45,71.73,75.35,5508.36,False
99.60,99.86,80.57,83.92,70.93,74.38,5571.73,True
99.79,99.96,80.72,84.05,71.25,74.55,5637.16,True
99.75,99.95,80.48,83.83,70.96,74.60,5702.49,False
99.75,99.96,80.46,83.47,71.15,74.67,5770.16,False
99.69,99.94,80.35,83.98,71.08,74.59,5834.69,False
99.76,99.95,80.46,83.86,70.85,74.18,5899.32,False
99.83,99.97,80.08,83.69,71.02,74.55,5963.09,False
99.75,99.97,80.64,84.28,71.47,75.10,6031.08,False
99.80,99.94,80.29,83.58,71.28,74.63,6096.24,False
99.60,99.89,80.27,83.60,70.61,74.24,6163.56,False
99.67,99.94,80.32,83.65,71.22,74.86,6230.02,False
99.58,99.92,80.19,83.17,71.01,74.54,6295.31,False
99.73,99.93,79.89,83.31,70.96,74.78,6362.02,False
99.74,99.95,80.93,83.98,71.32,74.92,6429.48,True
99.77,99.96,80.59,83.73,71.59,75.22,6496.00,False
99.80,99.99,80.73,83.92,71.29,74.67,6562.71,False
99.71,99.94,80.36,83.32,70.89,74.40,6627.13,False
99.71,99.95,80.97,84.01,71.62,75.42,6693.77,True
99.76,99.94,80.34,83.84,71.41,75.26,6761.53,False
99.83,99.99,80.97,84.22,72.05,75.40,6827.43,False
99.68,99.92,80.74,84.09,71.23,74.80,6893.36,False
99.81,99.97,80.74,84.00,72.06,75.30,6958.14,False
99.84,99.97,80.80,84.09,71.30,74.66,7024.79,False
99.84,99.96,81.24,84.35,71.57,74.98,7092.35,True
99.83,99.97,81.18,84.39,72.12,75.51,7154.68,True
99.86,99.97,81.40,84.15,72.46,75.77,7220.06,True
99.91,99.99,81.39,84.39,71.99,75.11,7286.06,False
99.82,99.97,81.10,84.25,72.11,75.40,7353.18,False
99.85,99.98,81.26,84.53,71.78,75.38,7420.19,False
99.83,99.96,81.32,84.59,72.81,75.76,7485.43,False
99.81,99.95,80.69,83.82,72.33,75.60,7549.90,False
99.77,99.95,80.87,83.82,71.23,74.74,7615.47,False
99.86,99.97,81.14,84.20,71.78,74.98,7680.20,False
99.80,99.94,80.71,83.90,71.69,75.07,7747.09,False
99.85,99.98,80.73,83.75,71.59,74.66,7814.18,False
99.80,99.96,80.67,84.01,71.57,74.68,7881.40,False
99.79,99.95,80.40,83.44,71.00,74.15,7948.36,False
99.81,99.98,80.52,83.57,71.57,74.70,8014.11,False
99.88,99.97,81.14,83.98,72.00,75.17,8077.43,False
99.85,99.96,80.90,83.91,72.26,75.50,8142.99,False
99.86,99.98,81.22,84.22,72.36,75.53,8209.31,False
99.93,99.99,81.05,84.03,72.14,74.86,8273.36,False
99.91,100.00,81.30,84.07,72.03,75.24,8339.01,False
99.92,100.00,80.88,83.96,72.08,75.25,8406.45,False
99.85,99.96,80.86,83.80,71.73,74.67,8473.92,False
99.86,99.97,81.40,84.15,72.46,75.77,8473.92,False
