c0,c1,c2,c3,c4,c5,c6
0.0,0.38,0.36,0.1,0.0,0.02,0.28
0.0,0.05,0.19,0.02,0.0,0.0,0.13
0.0,0.02,0.15,0.01,0.0,0.0,0.06
0.0,0.01,0.1,0.01,0.0,0.0,0.03
0.0,0.01,0.15,0.0,0.0,0.0,0.02
0.0,0.01,0.11,0.0,0.0,0.0,0.02
0.0,0.0,0.07,0.0,0.0,0.0,0.01
0.0,0.0,0.05,0.01,0.0,0.0,0.01
0.0,0.0,0.1,0.0,0.0,0.0,0.0
0.0,0.0,0.1,0.0,0.0,0.0,0.02
