train,validation,test,min
0.00,0.00,0.00,0.00
25.24,26.25,24.11,0.00
68.54,67.95,62.50,0.00
83.83,78.38,77.68,0.00
98.33,91.89,90.18,37.50
99.65,96.91,91.96,43.75
99.96,100.00,94.64,62.50
100.00,100.00,95.54,68.75
100.00,100.00,97.32,81.25
100.00,100.00,97.32,81.25
100.00,100.00,98.21,87.50
100.00,100.00,98.21,87.50
