train,validation,test,min
0.00,0.00,0.00,0.00
27.74,28.19,25.00,0.00
73.23,69.11,66.96,0.00
97.98,88.80,87.50,31.25
99.43,94.59,89.29,31.25
99.87,96.91,92.86,50.00
99.96,97.68,92.86,50.00
100.00,99.61,97.32,81.25
100.00,99.61,96.43,75.00
100.00,99.61,98.21,87.50
100.00,99.61,98.21,87.50
