train,validation,test,min
0.00,0.00,0.00,0.00
27.30,27.80,25.00,0.00
79.23,72.97,75.00,0.00
98.73,96.53,90.18,43.75
99.65,99.23,94.64,75.00
99.96,99.23,93.75,68.75
100.00,99.61,97.32,87.50
100.00,99.61,95.54,75.00
100.00,99.61,96.43,81.25
100.00,99.61,97.32,81.25
100.00,99.61,98.21,93.75
100.00,99.61,98.21,93.75
