train,validation,test,min
0.00,0.00,0.00,0.00
14.29,14.29,14.29,0.00
68.14,65.25,63.39,0.00
92.20,84.94,85.71,12.50
99.43,95.37,89.29,37.50
100.00,99.61,92.86,62.50
100.00,99.61,95.54,75.00
100.00,99.61,95.54,75.00
100.00,100.00,97.32,87.50
100.00,99.61,95.54,68.75
100.00,98.84,95.54,68.75
100.00,99.61,96.43,81.25
100.00,99.61,97.32,87.50
100.00,100.00,99.11,93.75
100.00,100.00,99.11,93.75
